no,planting_date,run_date,planting_days,harvest_date,predicted_planting_days,harvest,alert,max_harvest,min_harvest,solar_radiation,accu_solar_radiation,temperature_max,temperature_min,rainfalls,accu_rainfalls
123,2020/02/04,2020/06/05,122,2020/06/12,129,75.22,100,123.55,23.99,19.3,1796.1,34.4,25.8,0,412.1
124,2020/02/04,2020/06/06,123,2020/06/12,129,75.38,100,122.16,24.16,11,1807.1,32.8,24,6.5,418.6
125,2020/02/04,2020/06/07,124,2020/06/11,128,72.11,100,137.37,28.14,4.8,1811.9,29.3,22.6,18,436.6
126,2020/02/04,2020/06/08,125,2020/06/11,128,71.92,100,138.29,29.1,0.1,1812,25.2,23,21.5,458.1
127,2020/02/04,2020/06/09,126,2020/06/11,128,71.39,100,140.96,30.22,21,1833,32.9,23.3,0,458.1
128,2020/02/04,2020/06/10,127,2020/06/11,128,71.39,100,140.8,30.22,11.4,1844.4,31.4,24.1,19,477.1
129,2020/02/04,2020/06/11,128,2020/06/11,128,71.39,100,136.12,30.22,15.9,1860.3,32.5,25.7,0,477.1
130,2020/02/04,2020/06/12,129,2020/06/11,128,71.39,100,136.12,30.22,24,1884.3,33.9,25.6,0.5,477.6
131,2020/02/04,2020/06/13,130,2020/06/11,128,71.39,100,136.12,30.22,18.9,1903.2,34.2,24.4,68,545.6
132,2020/02/04,2020/06/14,131,2020/06/11,128,71.39,100,136.12,30.22,26.6,1929.8,33.9,24,0.5,546.1
133,2020/02/04,2020/06/15,132,2020/06/11,128,71.39,100,136.12,30.22,28.4,1958.2,33.6,24.7,0.5,546.6
134,2020/02/04,2020/06/16,133,2020/06/11,128,71.39,100,136.12,30.22,27.5,1985.7,33.8,24.9,0,546.6
135,2020/02/04,2020/06/17,134,2020/06/11,128,71.39,100,136.12,30.22,3.5,1989.2,34.8,25.4,0,546.6
136,2020/02/04,2020/06/18,135,2020/06/11,128,71.39,100,136.12,30.22,28.3,2017.5,33.7,25.4,0,546.6
137,2020/02/04,2020/06/19,136,2020/06/11,128,71.39,100,136.12,30.22,25.3,2042.8,33.7,25.9,0,546.6
138,2020/02/04,2020/06/20,137,2020/06/11,128,71.39,100,136.12,30.22,19.5,2062.3,34.1,25.6,0,546.6
139,2020/02/04,2020/06/21,138,2020/06/11,128,71.39,100,136.12,30.22,25.5,2087.8,34.5,25.5,0,546.6
140,2020/02/04,2020/06/22,139,2020/06/11,128,71.39,100,136.12,30.22,26.2,2114,34.8,25.9,0,546.6
141,2020/02/04,2020/06/23,140,2020/06/11,128,71.39,100,136.12,30.22,24.8,2138.8,34.6,26,0,546.6
142,2020/02/04,2020/06/24,141,2020/06/11,128,71.39,100,136.12,30.22,24.8,2163.6,34.9,26.4,0,546.6
143,2020/02/04,2020/06/25,142,2020/06/11,128,71.39,100,136.12,30.22,17.2,2180.8,35.6,23.8,22.5,569.1
144,2020/02/04,2020/06/26,143,2020/06/11,128,71.39,100,136.12,30.22,25.4,2206.2,34.3,23.5,0,569.1
145,2020/02/04,2020/06/27,144,2020/06/11,128,71.39,100,136.12,30.22,28.1,2234.3,34.9,25.7,0,569.1
146,2020/02/04,2020/06/28,145,2020/06/11,128,71.39,100,136.12,30.22,25.4,2259.7,35.4,26.3,0,569.1
147,2020/02/04,2020/06/29,146,2020/06/11,128,71.39,100,136.12,30.22,21.2,2280.9,34.6,27.2,0,569.1
148,2020/02/04,2020/06/30,147,2020/06/11,128,71.39,100,136.12,30.22,17.6,2298.5,34.9,25.3,11,580.1
149,2020/02/04,2020/07/01,148,2020/06/11,128,71.39,100,136.12,30.22,18.9,2317.4,34.8,25,3,583.1
150,2020/02/04,2020/07/02,149,2020/06/11,128,71.39,100,136.12,30.22,14.5,2331.9,33.4,24.9,12.6,595.7
